EmployeeID,current_skill
37,PowerPoint
37,Teamwork
37,Microsoft Excel
37,Content Creation
37,Social Media
38,Excel
38,QuickBooks
38,Forecasting
38,Budgeting
38,Microsoft Word
38,Communication
38,SAP
38,SQL
39,Excel
39,QuickBooks
39,Problem Solving
39,Forecasting
39,Budgeting
39,Microsoft Word
39,SAP
39,Teamwork
39,Financial Analysis
40,QuickBooks
40,Excel
40,Problem Solving
40,Forecasting
40,Microsoft Word
40,Communication
40,SAP
40,SQL
40,PowerPoint
40,Teamwork
41,Excel
41,Lead Generation
41,Microsoft Word
41,Negotiation
41,PowerPoint
41,Microsoft Excel
42,Google Analytics
42,SEO
42,Microsoft Word
42,Communication
42,HubSpot
42,Teamwork
42,Content Creation
43,SEO
43,Excel
43,Problem Solving
43,Communication
43,Social Media
44,REST APIs
44,Problem Solving
44,Python
44,Communication
44,CI/CD
44,Teamwork
44,Microsoft Excel
45,Problem Solving
45,Forecasting
45,Microsoft Word
45,SAP
45,PowerPoint
45,Microsoft Excel
46,Git
46,Java
46,Problem Solving
46,Communication
46,Teamwork
46,Microsoft Excel
46,Kubernetes
47,Excel
47,Problem Solving
47,Lead Generation
47,Negotiation
47,HubSpot
47,PowerPoint
47,Teamwork
47,Microsoft Excel
48,Excel
48,Lead Generation
48,Microsoft Word
48,Communication
48,HubSpot
48,PowerPoint
48,CRM
48,Pipeline Management
49,Excel
49,Problem Solving
49,Microsoft Word
49,Communication
49,Microsoft Excel
49,Ticketing Systems
49,Zendesk
50,Git
50,Communication
50,SQL
50,CI/CD
50,Azure
50,Teamwork
50,Kubernetes
50,AWS
51,Problem Solving
51,Lead Generation
51,Microsoft Word
51,Communication
51,Salesforce
51,Microsoft Excel
51,Pipeline Management
52,Excel
52,Problem Solving
52,Microsoft Word
52,Customer Service
52,Teamwork
52,Ticketing Systems
53,Google Analytics
53,SEO
53,Excel
53,Communication
53,HubSpot
53,Microsoft Excel
53,Content Creation
54,QuickBooks
54,Excel
54,Problem Solving
54,Forecasting
54,Communication
54,PowerPoint
54,Teamwork
54,Microsoft Excel
55,Problem Solving
55,Budgeting
55,Forecasting
55,SAP
55,Teamwork
55,Financial Analysis
55,Microsoft Excel
56,Java
56,Communication
56,SQL
56,CI/CD
56,Microsoft Excel
57,REST APIs
57,Docker
57,Python
57,Communication
57,Linux
57,Microsoft Excel
57,Kubernetes
58,Excel
58,Problem Solving
58,Communication
58,Customer Service
58,Teamwork
58,Ticketing Systems
58,Zendesk
59,SEO
59,Excel
59,Problem Solving
59,Communication
59,HubSpot
59,Content Creation
59,Social Media
60,Workday
60,Excel
60,Problem Solving
60,Microsoft Word
60,Teamwork
60,Microsoft Excel
60,Recruitment
61,Onboarding
61,BambooHR
61,Workday
61,Problem Solving
61,Microsoft Word
61,Communication
61,Teamwork
61,Compliance
61,Recruitment
62,Java
62,Problem Solving
62,Python
62,Communication
62,SQL
62,CI/CD
62,Microsoft Excel
62,Kubernetes
62,AWS
63,Onboarding
63,Excel
63,Workday
63,Microsoft Word
63,Communication
63,Compliance
63,Recruitment
64,Excel
64,Problem Solving
64,Communication
64,Customer Service
64,Ticketing Systems
65,Microsoft Excel
65,Problem Solving
65,HubSpot
65,PowerPoint
65,CRM
65,Pipeline Management
66,Google Analytics
66,Excel
66,Communication
66,HubSpot
66,PowerPoint
66,Teamwork
66,Content Creation
67,Excel
67,Lead Generation
67,Microsoft Word
67,HubSpot
67,Salesforce
67,PowerPoint
67,Teamwork
68,Lead Generation
68,Microsoft Word
68,HubSpot
68,PowerPoint
68,Teamwork
69,Excel
69,Problem Solving
69,Negotiation
69,Communication
69,HubSpot
69,Salesforce
69,PowerPoint
69,Teamwork
69,Microsoft Excel
69,Pipeline Management
70,Excel
70,Problem Solving
70,Budgeting
70,Microsoft Word
70,SQL
70,PowerPoint
71,BambooHR
71,Workday
71,Excel
71,Problem Solving
71,Microsoft Word
71,Communication
71,Compliance
71,Microsoft Excel
71,Recruitment
72,Google Analytics
72,Problem Solving
72,Microsoft Word
72,HubSpot
72,PowerPoint
72,Social Media
73,Git
73,REST APIs
73,Microsoft Word
73,Communication
73,SQL
73,CI/CD
74,Problem Solving
74,Lead Generation
74,Microsoft Word
74,Communication
74,PowerPoint
74,Teamwork
74,CRM
74,Pipeline Management
75,Java
75,Communication
75,Linux
75,SQL
75,Teamwork
75,Kubernetes
75,AWS
76,BambooHR
76,Workday
76,Excel
76,Communication
76,Teamwork
76,Compliance
76,Microsoft Excel
76,Recruitment
77,Excel
77,Problem Solving
77,Negotiation
77,HubSpot
77,Teamwork
78,Excel
78,Problem Solving
78,Microsoft Word
78,Negotiation
78,Communication
78,HubSpot
78,Salesforce
78,PowerPoint
79,Google Analytics
79,Excel
79,Communication
79,Teamwork
79,Microsoft Excel
79,Social Media
80,Onboarding
80,Workday
80,Excel
80,Microsoft Word
80,Communication
80,Teamwork
80,Compliance
80,Microsoft Excel
80,Recruitment
81,Excel
81,Communication
81,Customer Service
81,Teamwork
81,Zendesk
82,Git
82,Java
82,Problem Solving
82,Communication
82,Teamwork
82,Microsoft Excel
82,Kubernetes
83,REST APIs
83,Java
83,Microsoft Word
83,Python
83,Communication
83,Azure
83,Teamwork
83,AWS
84,Excel
84,Problem Solving
84,Forecasting
84,Microsoft Word
84,SAP
84,Teamwork
84,Financial Analysis
85,Excel
85,Problem Solving
85,Lead Generation
85,Microsoft Word
85,Communication
85,Salesforce
85,Teamwork
85,CRM
85,Pipeline Management
86,Lead Generation
86,Negotiation
86,HubSpot
86,PowerPoint
86,Teamwork
86,Microsoft Excel
87,Problem Solving
87,Communication
87,Teamwork
87,Microsoft Excel
87,Ticketing Systems
87,Zendesk
88,Google Analytics
88,SEO
88,Excel
88,Microsoft Word
88,HubSpot
88,PowerPoint
88,Teamwork
88,Microsoft Excel
88,Content Creation
89,Google Analytics
89,Excel
89,Microsoft Word
89,HubSpot
89,Teamwork
89,Content Creation
90,QuickBooks
90,Excel
90,Forecasting
90,Microsoft Word
90,Communication
90,SAP
90,SQL
90,Financial Analysis
90,Microsoft Excel
91,Java
91,Problem Solving
91,SQL
91,CI/CD
91,Microsoft Excel
91,Kubernetes
92,QuickBooks
92,Excel
92,Problem Solving
92,Communication
92,PowerPoint
92,Teamwork
93,Lead Generation
93,Microsoft Word
93,Communication
93,Salesforce
93,PowerPoint
93,Pipeline Management
94,Excel
94,Problem Solving
94,Microsoft Word
94,Communication
94,Customer Service
94,Teamwork
94,Microsoft Excel
94,Zendesk
95,Excel
95,Problem Solving
95,Microsoft Word
95,Communication
95,Customer Service
95,Microsoft Excel
95,Ticketing Systems
95,Zendesk
96,Google Analytics
96,SEO
96,Communication
96,PowerPoint
96,Teamwork
96,Microsoft Excel
97,BambooHR
97,Workday
97,Microsoft Word
97,Communication
97,Microsoft Excel
97,Recruitment
98,Google Analytics
98,SEO
98,Excel
98,Problem Solving
98,Microsoft Word
98,HubSpot
98,PowerPoint
98,Teamwork
98,Microsoft Excel
98,Content Creation
99,BambooHR
99,Workday
99,Excel
99,Communication
99,Teamwork
99,Compliance
99,Microsoft Excel
100,Excel
100,Problem Solving
100,Microsoft Word
100,Communication
100,HubSpot
100,PowerPoint
100,Microsoft Excel
100,Pipeline Management
101,Onboarding
101,BambooHR
101,Problem Solving
101,Teamwork
101,Compliance
102,Onboarding
102,Problem Solving
102,Communication
102,Microsoft Excel
102,Recruitment
103,Problem Solving
103,Communication
103,Salesforce
103,PowerPoint
103,CRM
104,Excel
104,Problem Solving
104,Communication
104,Teamwork
104,Microsoft Excel
104,Ticketing Systems
105,SEO
105,Problem Solving
105,Microsoft Word
105,PowerPoint
105,Teamwork
105,Content Creation
105,Social Media
106,QuickBooks
106,Budgeting
106,Microsoft Word
106,Communication
106,SAP
106,SQL
106,PowerPoint
106,Teamwork
106,Financial Analysis
107,Java
107,Linux
107,SQL
107,Azure
107,Teamwork
107,Microsoft Excel
107,Kubernetes
107,AWS
108,Onboarding
108,Excel
108,Workday
108,Problem Solving
108,Communication
108,Teamwork
108,Microsoft Excel
108,Recruitment
109,Excel
109,Problem Solving
109,Microsoft Word
109,Communication
109,Customer Service
109,Teamwork
109,Microsoft Excel
109,Zendesk
110,Docker
110,Python
110,Communication
110,Linux
110,Microsoft Excel
111,Problem Solving
111,Microsoft Word
111,Communication
111,Teamwork
111,Microsoft Excel
111,Ticketing Systems
112,Git
112,REST APIs
112,Java
112,Problem Solving
112,Microsoft Word
112,Microsoft Excel
112,Kubernetes
113,Git
113,REST APIs
113,Docker
113,Communication
113,Microsoft Excel
114,Excel
114,Microsoft Word
114,Communication
114,Customer Service
114,Teamwork
114,Microsoft Excel
114,Ticketing Systems
114,Zendesk
115,Microsoft Excel
115,Excel
115,Problem Solving
115,Lead Generation
115,Microsoft Word
115,Communication
115,Salesforce
115,PowerPoint
115,CRM
115,Pipeline Management
116,Excel
116,Problem Solving
116,Microsoft Word
116,Communication
116,Customer Service
116,Teamwork
116,Ticketing Systems
116,Zendesk
117,Excel
117,Problem Solving
117,HubSpot
117,PowerPoint
117,Teamwork
117,Microsoft Excel
117,Content Creation
118,Excel
118,Problem Solving
118,Communication
118,Compliance
118,Recruitment
119,QuickBooks
119,Budgeting
119,Microsoft Word
119,SAP
119,PowerPoint
119,Teamwork
119,Microsoft Excel
120,Lead Generation
120,Microsoft Word
120,Communication
120,HubSpot
120,Teamwork
120,CRM
120,Pipeline Management
121,REST APIs
121,Java
121,Docker
121,Microsoft Word
121,Linux
121,CI/CD
121,Azure
121,Microsoft Excel
122,Excel
122,Problem Solving
122,Microsoft Word
122,Communication
122,Customer Service
122,Microsoft Excel
122,Ticketing Systems
122,Zendesk
123,Excel
123,Problem Solving
123,Forecasting
123,Microsoft Word
123,SAP
123,SQL
123,PowerPoint
123,Teamwork
123,Financial Analysis
124,Docker
124,Problem Solving
124,Microsoft Word
124,Azure
124,Teamwork
124,AWS
125,Excel
125,Forecasting
125,Microsoft Word
125,Communication
125,PowerPoint
125,Teamwork
125,Financial Analysis
125,Microsoft Excel
126,REST APIs
126,Communication
126,Linux
126,SQL
126,Microsoft Excel
127,Problem Solving
127,Lead Generation
127,Negotiation
127,Communication
127,Microsoft Excel
127,Pipeline Management
128,BambooHR
128,Excel
128,Problem Solving
128,Communication
128,Teamwork
128,Compliance
128,Recruitment
129,Excel
129,Problem Solving
129,Microsoft Word
129,Communication
129,Customer Service
129,Teamwork
129,Microsoft Excel
129,Ticketing Systems
129,Zendesk
130,Git
130,Java
130,Problem Solving
130,Microsoft Word
130,SQL
130,CI/CD
130,Azure
130,Microsoft Excel
131,Excel
131,Problem Solving
131,Microsoft Word
131,Communication
131,Customer Service
131,Zendesk
132,Onboarding
132,BambooHR
132,Excel
132,Workday
132,Microsoft Word
132,Communication
132,Teamwork
132,Microsoft Excel
132,Recruitment
133,Excel
133,QuickBooks
133,Budgeting
133,Microsoft Word
133,Communication
133,SQL
133,PowerPoint
133,Financial Analysis
134,Onboarding
134,BambooHR
134,Workday
134,Excel
134,Problem Solving
134,Microsoft Word
134,Communication
134,Compliance
134,Microsoft Excel
135,Google Analytics
135,Microsoft Word
135,Communication
135,HubSpot
135,Content Creation
136,SEO
136,Excel
136,Microsoft Word
136,PowerPoint
136,Teamwork
136,Social Media
137,QuickBooks
137,Excel
137,Microsoft Word
137,SQL
137,Financial Analysis
137,Microsoft Excel
138,REST APIs
138,Java
138,Docker
138,Problem Solving
138,Python
138,SQL
138,CI/CD
138,Teamwork
139,Docker
139,SQL
139,Teamwork
139,Microsoft Excel
139,Kubernetes
139,AWS
140,Negotiation
140,Communication
140,Salesforce
140,PowerPoint
140,Teamwork
140,Pipeline Management
141,Git
141,Java
141,Problem Solving
141,Python
141,Communication
141,SQL
141,Microsoft Excel
142,Excel
142,Lead Generation
142,Microsoft Word
142,Communication
142,HubSpot
142,Salesforce
142,PowerPoint
142,Teamwork
142,Microsoft Excel
142,Pipeline Management
143,Excel
143,Communication
143,Customer Service
143,Teamwork
143,Ticketing Systems
143,Zendesk
144,Problem Solving
144,Microsoft Word
144,PowerPoint
144,Teamwork
144,CRM
144,Pipeline Management
145,Excel
145,Problem Solving
145,Microsoft Word
145,Customer Service
145,Teamwork
145,Ticketing Systems
146,Onboarding
146,Excel
146,Microsoft Word
146,Communication
146,Teamwork
146,Compliance
146,Microsoft Excel
147,Microsoft Excel
147,Excel
147,Problem Solving
147,Lead Generation
147,Negotiation
147,Communication
147,PowerPoint
147,Teamwork
147,CRM
148,Excel
148,Problem Solving
148,Microsoft Word
148,CRM
148,Pipeline Management
149,Excel
149,Problem Solving
149,Communication
149,Customer Service
149,Teamwork
149,Ticketing Systems
149,Zendesk
150,Google Analytics
150,SEO
150,Excel
150,Problem Solving
150,Microsoft Word
150,HubSpot
150,Microsoft Excel
150,Content Creation
150,Social Media
151,Onboarding
151,BambooHR
151,Problem Solving
151,Communication
151,Teamwork
151,Compliance
151,Microsoft Excel
151,Recruitment
152,Microsoft Excel
152,Excel
152,Lead Generation
152,Microsoft Word
152,Communication
152,HubSpot
152,Salesforce
152,Teamwork
152,CRM
153,Docker
153,Problem Solving
153,Microsoft Word
153,Python
153,Linux
153,CI/CD
153,Azure
154,Google Analytics
154,SEO
154,Problem Solving
154,Communication
154,Microsoft Excel
154,Content Creation
155,Onboarding
155,BambooHR
155,Workday
155,Microsoft Word
155,Communication
155,Teamwork
155,Microsoft Excel
155,Recruitment
156,Java
156,Problem Solving
156,Communication
156,Azure
156,Kubernetes
157,Onboarding
157,Excel
157,Workday
157,Problem Solving
157,Microsoft Word
157,Communication
157,Teamwork
157,Compliance
157,Microsoft Excel
157,Recruitment
158,Google Analytics
158,SEO
158,Problem Solving
158,Communication
158,HubSpot
158,PowerPoint
158,Teamwork
158,Content Creation
159,Problem Solving
159,Customer Service
159,Microsoft Excel
159,Ticketing Systems
159,Zendesk
160,Lead Generation
160,Communication
160,PowerPoint
160,Teamwork
160,Microsoft Excel
160,Pipeline Management
161,Excel
161,Problem Solving
161,Microsoft Word
161,Communication
161,Customer Service
161,Ticketing Systems
162,QuickBooks
162,Problem Solving
162,Microsoft Word
162,Communication
162,SAP
162,SQL
162,PowerPoint
162,Financial Analysis
162,Microsoft Excel
163,Onboarding
163,BambooHR
163,Excel
163,Communication
163,Teamwork
163,Compliance
163,Recruitment
164,Onboarding
164,BambooHR
164,Excel
164,Communication
164,Teamwork
164,Compliance
164,Microsoft Excel
164,Recruitment
165,Docker
165,Problem Solving
165,Communication
165,SQL
165,Azure
165,Kubernetes
166,Problem Solving
166,Microsoft Word
166,Python
166,Communication
166,Linux
166,Teamwork
166,Kubernetes
166,AWS
167,Onboarding
167,BambooHR
167,Excel
167,Communication
167,Teamwork
167,Microsoft Excel
167,Recruitment
168,BambooHR
168,Excel
168,Workday
168,Problem Solving
168,Microsoft Word
168,Communication
168,Microsoft Excel
169,Problem Solving
169,Microsoft Word
169,Communication
169,Customer Service
169,Microsoft Excel
169,Ticketing Systems
169,Zendesk
170,Excel
170,Problem Solving
170,Communication
170,HubSpot
170,Salesforce
170,Teamwork
170,Microsoft Excel
171,Google Analytics
171,SEO
171,Excel
171,Problem Solving
171,Microsoft Word
171,Communication
171,HubSpot
171,Teamwork
171,Content Creation
171,Social Media
172,Onboarding
172,BambooHR
172,Excel
172,Microsoft Word
172,Communication
172,Teamwork
172,Microsoft Excel
173,Problem Solving
173,Ticketing Systems
173,Excel
173,Teamwork
174,Google Analytics
174,SEO
174,Excel
174,Microsoft Word
174,Communication
174,HubSpot
174,PowerPoint
174,Teamwork
174,Microsoft Excel
174,Social Media
175,SEO
175,Excel
175,Problem Solving
175,Microsoft Word
175,Communication
175,Teamwork
175,Social Media
176,Excel
176,Problem Solving
176,Microsoft Word
176,Communication
176,Teamwork
176,Ticketing Systems
177,Problem Solving
177,Microsoft Word
177,Teamwork
177,Microsoft Excel
177,Ticketing Systems
177,Zendesk
178,Excel
178,CRM
178,Lead Generation
178,Microsoft Word
178,PowerPoint
178,Microsoft Excel
179,SEO
179,Excel
179,Microsoft Word
179,Communication
179,HubSpot
180,Problem Solving
180,Microsoft Word
180,Communication
180,Customer Service
180,Teamwork
180,Microsoft Excel
180,Ticketing Systems
181,Excel
181,Problem Solving
181,Communication
181,Teamwork
181,Ticketing Systems
181,Zendesk
182,Excel
182,Problem Solving
182,Microsoft Word
182,Communication
182,Customer Service
182,Ticketing Systems
182,Zendesk
183,Microsoft Excel
183,Problem Solving
183,Microsoft Word
183,Negotiation
183,HubSpot
183,PowerPoint
183,Teamwork
183,CRM
183,Pipeline Management
184,Excel
184,Problem Solving
184,Forecasting
184,Communication
184,SAP
184,Teamwork
184,Financial Analysis
184,Microsoft Excel
185,Microsoft Excel
185,Excel
185,Problem Solving
185,HubSpot
185,Salesforce
185,PowerPoint
185,Teamwork
185,CRM
185,Pipeline Management
186,Git
186,Problem Solving
186,Microsoft Word
186,Linux
186,SQL
186,CI/CD
187,Problem Solving
187,Communication
187,Customer Service
187,Microsoft Excel
187,Ticketing Systems
187,Zendesk
188,Microsoft Word
188,Communication
188,Teamwork
188,Ticketing Systems
188,Zendesk
189,Excel
189,QuickBooks
189,Problem Solving
189,Budgeting
189,Forecasting
189,Communication
189,SAP
189,PowerPoint
189,Teamwork
190,QuickBooks
190,Budgeting
190,Forecasting
190,Microsoft Word
190,PowerPoint
190,Teamwork
190,Financial Analysis
190,Microsoft Excel
191,Onboarding
191,Workday
191,Problem Solving
191,Microsoft Word
191,Teamwork
191,Compliance
191,Microsoft Excel
192,Git
192,REST APIs
192,Problem Solving
192,Python
192,Communication
192,Kubernetes
193,Problem Solving
193,Communication
193,Customer Service
193,Teamwork
193,Microsoft Excel
193,Ticketing Systems
194,Excel
194,Problem Solving
194,Microsoft Word
194,PowerPoint
194,Teamwork
194,Financial Analysis
194,Microsoft Excel
195,Excel
195,Problem Solving
195,Communication
195,Customer Service
195,Microsoft Excel
196,Onboarding
196,Workday
196,Excel
196,Microsoft Word
196,Communication
196,Teamwork
196,Compliance
197,Onboarding
197,Excel
197,Problem Solving
197,Microsoft Word
197,Communication
197,Teamwork
197,Compliance
198,Excel
198,Problem Solving
198,Budgeting
198,Microsoft Word
198,SAP
198,SQL
198,PowerPoint
198,Teamwork
198,Financial Analysis
198,Microsoft Excel
199,Java
199,Docker
199,Problem Solving
199,Azure
199,Teamwork
199,AWS
200,Git
200,Problem Solving
200,Microsoft Word
200,Linux
200,Teamwork
200,Azure
200,Kubernetes
201,Budgeting
201,Forecasting
201,Microsoft Word
201,SQL
201,PowerPoint
201,Financial Analysis
201,Microsoft Excel
202,QuickBooks
202,Excel
202,Problem Solving
202,Budgeting
202,SQL
202,PowerPoint
202,Teamwork
203,Google Analytics
203,Problem Solving
203,Microsoft Word
203,PowerPoint
203,Content Creation
204,Onboarding
204,BambooHR
204,Workday
204,Excel
204,Microsoft Word
204,Communication
204,Teamwork
204,Microsoft Excel
204,Recruitment
205,Google Analytics
205,SEO
205,Problem Solving
205,Microsoft Word
205,Communication
205,HubSpot
205,PowerPoint
205,Microsoft Excel
205,Content Creation
205,Social Media
206,CRM
206,Problem Solving
206,Lead Generation
206,Salesforce
206,Teamwork
206,Microsoft Excel
206,Pipeline Management
207,Problem Solving
207,Microsoft Word
207,Communication
207,Customer Service
207,Microsoft Excel
208,Excel
208,Problem Solving
208,Microsoft Word
208,Communication
208,Customer Service
208,Zendesk
209,Excel
209,Lead Generation
209,Microsoft Word
209,Negotiation
209,Communication
209,HubSpot
209,PowerPoint
209,Teamwork
209,Microsoft Excel
210,Excel
210,Problem Solving
210,Lead Generation
210,Communication
210,HubSpot
210,Salesforce
210,Microsoft Excel
211,Excel
211,Forecasting
211,Communication
211,SAP
211,Teamwork
212,Problem Solving
212,Communication
212,HubSpot
212,PowerPoint
212,Microsoft Excel
212,Pipeline Management
213,Problem Solving
213,Microsoft Word
213,Negotiation
213,Communication
213,Salesforce
213,Teamwork
213,CRM
213,Pipeline Management
214,Problem Solving
214,Microsoft Word
214,Negotiation
214,Teamwork
214,CRM
214,Pipeline Management
215,Onboarding
215,Excel
215,Problem Solving
215,Communication
215,Teamwork
215,Compliance
215,Recruitment
216,SEO
216,Microsoft Word
216,Communication
216,HubSpot
216,Microsoft Excel
216,Social Media
217,Java
217,Microsoft Word
217,Communication
217,Azure
217,AWS
218,Java
218,Problem Solving
218,Microsoft Word
218,Python
218,CI/CD
218,Azure
218,Teamwork
218,Microsoft Excel
219,QuickBooks
219,Problem Solving
219,Forecasting
219,Microsoft Word
219,Budgeting
219,Communication
219,SQL
219,Teamwork
220,Excel
220,Problem Solving
220,Microsoft Word
220,Communication
220,Customer Service
220,Microsoft Excel
220,Ticketing Systems
220,Zendesk
221,Excel
221,Microsoft Word
221,Communication
221,HubSpot
221,Salesforce
221,Microsoft Excel
222,Google Analytics
222,SEO
222,Excel
222,Microsoft Word
222,Communication
222,HubSpot
222,PowerPoint
222,Teamwork
222,Microsoft Excel
222,Content Creation
223,Onboarding
223,Excel
223,Microsoft Word
223,Communication
223,Teamwork
223,Compliance
223,Microsoft Excel
223,Recruitment
224,Excel
224,Lead Generation
224,Communication
224,HubSpot
224,Salesforce
224,PowerPoint
224,Teamwork
224,CRM
225,Microsoft Word
225,Negotiation
225,Salesforce
225,Microsoft Excel
225,Pipeline Management
226,Excel
226,Problem Solving
226,Forecasting
226,Microsoft Word
226,Communication
226,SAP
226,SQL
226,Teamwork
227,Excel
227,Microsoft Word
227,Communication
227,Customer Service
227,Zendesk
228,Excel
228,Problem Solving
228,Microsoft Word
228,Communication
228,Customer Service
228,Microsoft Excel
228,Ticketing Systems
228,Zendesk
229,Onboarding
229,Excel
229,Workday
229,Microsoft Word
229,Communication
229,Teamwork
229,Compliance
229,Microsoft Excel
229,Recruitment
230,QuickBooks
230,Problem Solving
230,Forecasting
230,Microsoft Word
230,Communication
230,SAP
230,SQL
230,PowerPoint
230,Teamwork
230,Financial Analysis
231,QuickBooks
231,Problem Solving
231,Budgeting
231,Microsoft Word
231,SAP
231,PowerPoint
231,Financial Analysis
231,Microsoft Excel
232,Onboarding
232,Workday
232,Excel
232,Communication
232,Teamwork
232,Compliance
232,Microsoft Excel
233,Git
233,Java
233,Docker
233,Problem Solving
233,Communication
233,Linux
233,SQL
233,Microsoft Excel
233,AWS
234,QuickBooks
234,Excel
234,Problem Solving
234,Communication
234,SAP
234,Teamwork
234,Microsoft Excel
235,Onboarding
235,BambooHR
235,Workday
235,Excel
235,Problem Solving
235,Teamwork
235,Compliance
235,Recruitment
236,Excel
236,QuickBooks
236,Problem Solving
236,Budgeting
236,Forecasting
236,Microsoft Word
236,Communication
236,SQL
236,Financial Analysis
237,Problem Solving
237,Lead Generation
237,Microsoft Word
237,Communication
237,Teamwork
237,CRM
237,Pipeline Management
238,Microsoft Word
238,Communication
238,Customer Service
238,Microsoft Excel
238,Ticketing Systems
238,Zendesk
239,Budgeting
239,Forecasting
239,Microsoft Word
239,Communication
239,SQL
239,Teamwork
239,Financial Analysis
240,Git
240,Problem Solving
240,Microsoft Word
240,Python
240,CI/CD
240,Azure
240,Teamwork
240,Microsoft Excel
240,Kubernetes
241,Excel
241,Problem Solving
241,Communication
241,Customer Service
241,Microsoft Excel
241,Ticketing Systems
241,Zendesk
